"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Fruit","Category","Item","Metric","Domain","Domain Category","Value","CV (%)"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","24.6"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","52.1"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","18,302","59.1"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","52.1"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","18,302","59.1"
"CENSUS",2019,"YEAR",NA,"STATE","MONTANA","30",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","52.1"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","69.8"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","69.8"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","69.8"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEBRASKA","31",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEVADA","32",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","36.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","24,000","35.4"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","24,000","36.0"
"CENSUS",2019,"YEAR",NA,"STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","36.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","33.3"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","33.4"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW JERSEY","34",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","33.8"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW MEXICO","35",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","41","40.9"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","36","27.3"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","36","27.3"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,260","32.6"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","644,155","42.2"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,260","32.6"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","34","28.7"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","95.0"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NEW YORK","36",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","94.6"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","94.1"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","87,402","75.2"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","94.1"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","87,402","75.2"
"CENSUS",2019,"YEAR",NA,"STATE","NORTH CAROLINA","37",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","94.1"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","9","66.3"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","50.7"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","50.7"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","315","56.9"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","68,830","85.0"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","315","56.9"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","50.7"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","68,830","85.0"
"CENSUS",2019,"YEAR",NA,"STATE","OHIO","39",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","315","56.9"
"CENSUS",2019,"YEAR",NA,"STATE","OKLAHOMA","40",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","(H)"
